feature_map,n_pool,n_qubits,acc_mean,acc_std,f1_mean,f1_std,mcc_mean,mcc_std
W2K-Block,400,8,0.7833333333333333,0.028867513459481322,0.7999460944634187,0.03879042784325571,0.5679251036093512,0.051749715949238266
W2K-Block,400,12,0.775,0.05728219618694791,0.7950674303331308,0.05046861718521889,0.5497634593915268,0.1195807951344018
W2K-Block,400,16,0.7791666666666667,0.0563656219102862,0.8032704819116577,0.036786196841337715,0.5575597248055756,0.12394954677570556
W2K-Block,400,20,0.775,0.021650635094610963,0.7933471318746305,0.038021238884167696,0.5466901163526977,0.03362946117420197
W2K-Block,800,4,0.7833333333333333,0.01909406539564935,0.8090225186999381,0.011805767061407742,0.5611240178623169,0.03942716589952119
W2K-Block,800,8,0.7895833333333333,0.020090939085401972,0.8146360015212474,0.018308072286810303,0.5734449666001115,0.040911324666848305
W2K-Block,800,12,0.7875,0.04718646522044217,0.8118336029957973,0.04180254010226549,0.5692715764778729,0.09596023603938923
W2K-Block,800,16,0.7895833333333333,0.03442231592053811,0.8083766233766233,0.031053832768279555,0.5750964983997024,0.06967182966428721
W2K-Block,800,20,0.8083333333333332,0.026020824993326707,0.8163273075898064,0.020073975550357802,0.6184912535548005,0.05173868901144821
W2K-Block,1200,4,0.7555555555555555,0.01202813060811716,0.7789793269696323,0.006050583633307136,0.5059569157531174,0.02623294168722116
W2K-Block,1200,8,0.7763888888888889,0.020553678592984393,0.7951095806068454,0.02249260075260752,0.5497232652089526,0.0398288112317045
W2K-Block,1200,12,0.7888888888888889,0.026787918780536,0.8037000037000036,0.029424495014714284,0.5765563813042915,0.050465020045761484
W2K-Block,1200,16,0.8083333333333332,0.031457643480294784,0.8238203554358553,0.03044226646880978,0.6140347202409263,0.062447901331916356
W2K-Block,1200,20,0.7916666666666666,0.004166666666666652,0.8055675041064458,0.008455579913620274,0.5828987199703926,0.007637216315151557
W2K-Block,1600,4,0.7427083333333333,0.00954703269782469,0.7669977648843253,0.012952621654917841,0.4804722128097552,0.01800412706788577
W2K-Block,1600,8,0.7854166666666668,0.015728821740147392,0.8038005343572704,0.019918757868343018,0.5680275577705668,0.028498959104229404
W2K-Block,1600,12,0.790625,0.016237976320958247,0.8073664880866681,0.019024619167214506,0.5790119172445385,0.03072294232856378
W2K-Block,1600,16,0.7958333333333334,0.031612481053111506,0.8119669256369746,0.031649487047634595,0.5894396871673726,0.0625518929667874
W2K-Block,1600,20,0.8010416666666668,0.0265778142128606,0.8109574058035717,0.02219702384642136,0.6047310635868709,0.054899893232296576
W2K-Block,2000,4,0.7866666666666666,0.012829003598617264,0.8084891746276776,0.006025674453637596,0.5687971421892836,0.02727480914875829
W2K-Block,2000,8,0.8075000000000001,0.0043301270189222375,0.8248754393790122,0.0008173507775811321,0.6114926479301229,0.010117751988551365
W2K-Block,2000,12,0.8216666666666667,0.00803637563416078,0.8382957799162831,0.008793987372033366,0.6399888082272143,0.016098340649684326
W2K-Block,2000,16,0.8225000000000001,0.019525624189766604,0.838043882778662,0.017263180960619535,0.6420393646576823,0.04011712477713476
W2K-Block,2000,20,0.7875,0.04422951503238533,0.8050832194429436,0.03924605231773366,0.5717898868482613,0.09011122008163686
ZZ,400,4,0.5750000000000001,0.07603453162872773,0.6894099994855044,0.014774600878028548,0.06829062248252947,0.22375807159164188
ZZ,400,8,0.5458333333333333,0.03818813079129874,0.6959977069445094,0.04583770524344491,-0.0128721547595866,0.02229522604649354
ZZ,400,12,0.5541666666666667,0.028867513459481298,0.7128438213515994,0.02365432253257539,0.0,0.0
ZZ,400,16,0.5541666666666667,0.028867513459481298,0.7128438213515994,0.02365432253257539,0.0,0.0
ZZ,400,20,0.5666666666666667,0.026020824993326665,0.7231677341145365,0.021361197300801677,0.0,0.0
ZZ,800,4,0.5395833333333333,0.015728821740147413,0.7008570065949523,0.013246613199037681,0.0,0.0
ZZ,800,8,0.5395833333333333,0.015728821740147413,0.6907186754927658,0.007612239090486718,0.015853795201800233,0.027459578782309688
ZZ,800,12,0.5395833333333333,0.015728821740147413,0.7008570065949523,0.013246613199037681,0.0,0.0
ZZ,800,16,0.5395833333333333,0.015728821740147413,0.7008570065949523,0.013246613199037681,0.0,0.0
ZZ,800,20,0.5416666666666666,0.025259074277046135,0.702471388493335,0.021177895612915068,0.0,0.0
ZZ,1200,4,0.5458333333333333,0.0,0.706199460916442,0.0,0.0,0.0
ZZ,1200,8,0.5430555555555555,0.004811252243246865,0.701639899152051,0.007897392636173773,-0.007561523092003167,0.0130969421779548
ZZ,1200,12,0.5458333333333333,0.0,0.706199460916442,0.0,0.0,0.0
ZZ,1200,16,0.5458333333333333,0.0,0.706199460916442,0.0,0.0,0.0
ZZ,1200,20,0.5513888888888888,0.016839382851364104,0.7107319521112624,0.013907067922267858,0.0,0.0
ZZ,1600,4,0.5489583333333333,0.011831059053750552,0.7087596663682924,0.00982269148545114,0.0,0.0
ZZ,1600,8,0.528125,0.027063293868263696,0.6662997736377388,0.06400606496822125,-0.042351718820104134,0.043007834478163566
ZZ,1600,12,0.5489583333333333,0.011831059053750552,0.7087596663682924,0.00982269148545114,0.0,0.0
ZZ,1600,16,0.5489583333333333,0.011831059053750552,0.7087596663682924,0.00982269148545114,0.0,0.0
ZZ,1600,20,0.5489583333333333,0.011831059053750552,0.7087596663682924,0.00982269148545114,0.0,0.0
ZZ,2000,4,0.5233333333333333,0.035910769044025445,0.6275891460903503,0.0745163914376791,-0.004927408581851066,0.058099669360631184
ZZ,2000,8,0.5483333333333333,0.0028867513459481316,0.7032770097286226,0.011085834661859207,0.003704618537286533,0.006416587529241773
ZZ,2000,12,0.55,0.0,0.7096774193548386,0.0,0.0,0.0
ZZ,2000,16,0.55,0.0,0.7096774193548386,0.0,0.0,0.0
ZZ,2000,20,0.55,0.0,0.7096774193548386,0.0,0.0,0.0
