feature_map,n_pool,n_qubits,seed,acc,f1,mcc
RBF-Class,1200,12,1,0.8125,0.8235294117647058,0.6249213336345909
RBF-Class,1200,12,2,0.8208333333333333,0.8413284132841329,0.6379602549099881
RBF-Class,1600,12,0,0.771875,0.7794561933534743,0.5466154353826868
RBF-Class,1600,12,1,0.803125,0.8194842406876791,0.6030052776438377
RBF-Class,1600,12,2,0.759375,0.7768115942028986,0.519167285973407
RBF-Class,2000,12,0,0.7975,0.8111888111888111,0.5940766373252533
RBF-Class,2000,12,1,0.7975,0.8179775280898877,0.5900625403354587
RBF-Class,2000,12,2,0.7475,0.767816091954023,0.4913397768331984
RBF-Class-2n,400,12,0,0.8375,0.8571428571428571,0.6711695613348317
RBF-Class-2n,400,12,1,0.7625,0.7654320987654321,0.5366942177716475
RBF-Class-2n,400,12,2,0.7375,0.7692307692307693,0.4670115198641605
RBF-Class-2n,800,12,0,0.79375,0.819672131147541,0.5819361257381501
RBF-Class-2n,800,12,1,0.825,0.8426966292134831,0.6457765999379483
RBF-Class-2n,800,12,2,0.725,0.7608695652173914,0.4410778426759422
RBF-Class-2n,1200,12,0,0.8041666666666667,0.8185328185328186,0.6065681714615954
RBF-Class-2n,1200,12,1,0.8083333333333333,0.823076923076923,0.6144400100693524
RBF-Class-2n,1200,12,2,0.7708333333333334,0.7843137254901961,0.542052306548727
RBF-Class-2n,1600,12,0,0.80625,0.8228571428571428,0.6091278790374912
RBF-Class-2n,1600,12,1,0.778125,0.7965616045845272,0.5527137606379358
RBF-Class-2n,1600,12,2,0.803125,0.8245125348189415,0.6010997581901604
RBF-Class-2n,2000,12,0,0.8225,0.843956043956044,0.640545855114231
RBF-Class-2n,2000,12,1,0.835,0.8486238532110092,0.6674743801667994
RBF-Class-2n,2000,12,2,0.825,0.8401826484018264,0.6468543262110492
W2K-Block,400,12,0,0.825,0.8478260869565217,0.6462303276414968
W2K-Block,400,12,1,0.7875,0.7901234567901234,0.587088041036591
W2K-Block,400,12,2,0.7125,0.7472527472527473,0.4159720094964927
W2K-Block,800,12,0,0.79375,0.819672131147541,0.5819361257381501
W2K-Block,800,12,1,0.83125,0.8491620111731844,0.658270691194375
W2K-Block,800,12,2,0.7375,0.7666666666666667,0.4676079125010935
W2K-Block,1200,12,0,0.8,0.8181818181818182,0.5959595959595959
W2K-Block,1200,12,1,0.8083333333333333,0.823076923076923,0.6144400100693524
W2K-Block,1200,12,2,0.7583333333333333,0.7698412698412699,0.5192695378839263
W2K-Block,1600,12,0,0.8,0.813953488372093,0.5987464014372824
W2K-Block,1600,12,1,0.771875,0.7859237536656891,0.5436140702677683
W2K-Block,1600,12,2,0.8,0.8222222222222222,0.5946752800285646
W2K-Block,2000,12,0,0.825,0.8451327433628318,0.6455100718735142
W2K-Block,2000,12,1,0.8275,0.8413793103448276,0.6526000112810174
W2K-Block,2000,12,2,0.8125,0.8283752860411899,0.6218563415271111
IQP,400,12,0,0.5375,0.6991869918699187,0.0
IQP,400,12,1,0.5375,0.6991869918699187,0.0
IQP,400,12,2,0.5875,0.7401574803149606,0.0
IQP,800,12,0,0.5375,0.6991869918699187,0.0
IQP,800,12,1,0.53125,0.6781115879828327,0.0383341439368568
IQP,800,12,2,0.55625,0.714859437751004,0.0
IQP,1200,12,0,0.5416666666666666,0.6994535519125683,-0.0158688526140587
IQP,1200,12,1,0.5458333333333333,0.706199460916442,0.0
IQP,1200,12,2,0.525,0.6627218934911243,-0.0239970196175891
IQP,1600,12,0,0.521875,0.673773987206823,-0.0482105194145717
IQP,1600,12,1,0.478125,0.6178489702517163,-0.1312842934761902
IQP,1600,12,2,0.5625,0.72,0.0
IQP,2000,12,0,0.5325,0.6725043782837128,-0.0160934849861755
IQP,2000,12,1,0.5825,0.7001795332136446,0.1331234262034348
IQP,2000,12,2,0.5675,0.6916221033868093,0.0914047821019686
HEE,400,12,0,0.6125,0.7207207207207207,0.2422305486576755
HEE,400,12,1,0.575,0.7017543859649122,0.1457913695994594
HEE,400,12,2,0.6,0.746031746031746,0.1342698220636071
HEE,800,12,0,0.6375,0.7238095238095238,0.2806754418985213
HEE,800,12,1,0.65625,0.6783625730994152,0.3096987233260894
HEE,800,12,2,0.61875,0.726457399103139,0.2203724438762858
HEE,1200,12,0,0.6833333333333333,0.7449664429530202,0.3610040042170221
HEE,1200,12,1,0.6666666666666666,0.7452229299363057,0.3365215134021396
HEE,1200,12,2,0.65,0.7236842105263158,0.2904783360487687
HEE,1600,12,0,0.65625,0.7105263157894737,0.3029559965767198
HEE,1600,12,1,0.665625,0.7304785894206549,0.3241230660905213
HEE,1600,12,2,0.696875,0.7616707616707616,0.3789280538624416
HEE,2000,12,0,0.6975,0.7565392354124748,0.3882214186773896
HEE,2000,12,1,0.71,0.763265306122449,0.4130661146451734
HEE,2000,12,2,0.72,0.7656903765690377,0.4316186430735649
ZZ,400,12,0,0.5375,0.6991869918699187,0.0
ZZ,400,12,1,0.5375,0.6991869918699187,0.0
ZZ,400,12,2,0.5875,0.7401574803149606,0.0
ZZ,800,12,0,0.5375,0.6991869918699187,0.0
ZZ,800,12,1,0.525,0.6885245901639344,0.0
ZZ,800,12,2,0.55625,0.714859437751004,0.0
ZZ,1200,12,0,0.5458333333333333,0.706199460916442,0.0
ZZ,1200,12,1,0.5458333333333333,0.706199460916442,0.0
ZZ,1200,12,2,0.5458333333333333,0.706199460916442,0.0
ZZ,1600,12,0,0.540625,0.7018255578093306,0.0
ZZ,1600,12,1,0.54375,0.7044534412955465,0.0
ZZ,1600,12,2,0.5625,0.72,0.0
ZZ,2000,12,0,0.55,0.7096774193548387,0.0
ZZ,2000,12,1,0.55,0.7096774193548387,0.0
ZZ,2000,12,2,0.55,0.7096774193548387,0.0
RBF-Class,400,16,0,0.7125,0.7088607594936709,0.4359065712417606
RBF-Class,400,16,1,0.7625,0.7865168539325843,0.5210967365702063
RBF-Class,400,16,2,0.75,0.8,0.4759052758664976
RBF-Class,800,16,0,0.84375,0.8554913294797688,0.6854899375192763
RBF-Class,800,16,1,0.85,0.8588235294117647,0.699090913700908
RBF-Class,800,16,2,0.775,0.7954545454545454,0.5457002408847809
RBF-Class,1200,16,0,0.8166666666666667,0.824,0.6368003304986624
RBF-Class,1200,16,1,0.8291666666666667,0.8416988416988417,0.6564402329811556
RBF-Class,1200,16,2,0.8041666666666667,0.8252788104089219,0.6039301307945211
RBF-Class,1600,16,0,0.79375,0.8,0.5910812646741743
RBF-Class,1600,16,1,0.81875,0.8294117647058824,0.637108774183757
RBF-Class,1600,16,2,0.7625,0.7790697674418605,0.52616501053665
RBF-Class,2000,16,0,0.78,0.7904761904761904,0.5628211765451587
RBF-Class,2000,16,1,0.795,0.8110599078341014,0.5873778893251564
RBF-Class,2000,16,2,0.76,0.7777777777777778,0.5175218162102534
RBF-Class-2n,400,16,0,0.7625,0.8,0.520057533750985
RBF-Class-2n,400,16,1,0.825,0.8292682926829268,0.6591241898175125
RBF-Class-2n,400,16,2,0.725,0.7608695652173914,0.4410778426759422
RBF-Class-2n,800,16,0,0.825,0.8372093023255814,0.6490612250874742
RBF-Class-2n,800,16,1,0.81875,0.8361581920903954,0.6334260950393674
RBF-Class-2n,800,16,2,0.7375,0.7640449438202247,0.4685045921118448
RBF-Class-2n,1200,16,0,0.8083333333333333,0.8257575757575758,0.6127946127946128
RBF-Class-2n,1200,16,1,0.8125,0.8314606741573034,0.6204520273913622
RBF-Class-2n,1200,16,2,0.7833333333333333,0.8,0.5640760748177662
RBF-Class-2n,1600,16,0,0.828125,0.8433048433048433,0.6530098421984625
RBF-Class-2n,1600,16,1,0.76875,0.7848837209302325,0.5358528718745427
RBF-Class-2n,1600,16,2,0.8,0.8241758241758241,0.59461029578333
RBF-Class-2n,2000,16,0,0.8325,0.8507795100222717,0.660760240987117
RBF-Class-2n,2000,16,1,0.8325,0.8459770114942529,0.662678775934006
RBF-Class-2n,2000,16,2,0.8025,0.8208616780045351,0.6008161596203656
W2K-Block,400,16,0,0.775,0.8043478260869565,0.5436540851587195
W2K-Block,400,16,1,0.8375,0.8395061728395061,0.6878756875664778
W2K-Block,400,16,2,0.725,0.7659574468085106,0.4411494016915296
W2K-Block,800,16,0,0.80625,0.8228571428571428,0.6091278790374912
W2K-Block,800,16,1,0.8125,0.8295454545454546,0.6212121212121212
W2K-Block,800,16,2,0.75,0.7727272727272727,0.494949494949495
W2K-Block,1200,16,0,0.8125,0.8301886792452831,0.6209150423486935
W2K-Block,1200,16,1,0.8375,0.8505747126436781,0.6727575405869948
W2K-Block,1200,16,2,0.775,0.7906976744186046,0.5484315777870906
W2K-Block,1600,16,0,0.815625,0.8279883381924198,0.6306369087493711
W2K-Block,1600,16,1,0.759375,0.7755102040816326,0.5174617905291449
W2K-Block,1600,16,2,0.8125,0.8324022346368715,0.6202203622236019
W2K-Block,2000,16,0,0.8325,0.849438202247191,0.6609713434659
W2K-Block,2000,16,1,0.835,0.8465116279069768,0.669187154547551
W2K-Block,2000,16,2,0.8,0.8181818181818182,0.5959595959595959
IQP,400,16,0,0.5375,0.6991869918699187,0.0
IQP,400,16,1,0.5375,0.6991869918699187,0.0
IQP,400,16,2,0.5875,0.7401574803149606,0.0
IQP,800,16,0,0.5375,0.6991869918699187,0.0
IQP,800,16,1,0.5375,0.6942148760330579,0.1182821748394216
IQP,800,16,2,0.55625,0.714859437751004,0.0
IQP,1200,16,0,0.5458333333333333,0.706199460916442,0.0
IQP,1200,16,1,0.5458333333333333,0.706199460916442,0.0
IQP,1200,16,2,0.5458333333333333,0.706199460916442,0.0
IQP,1600,16,0,0.54375,0.6995884773662552,0.0336256597207648
IQP,1600,16,1,0.54375,0.7044534412955465,0.0
IQP,1600,16,2,0.5625,0.72,0.0
IQP,2000,16,0,0.5475,0.7047308319738989,-0.0057485506497335
IQP,2000,16,1,0.55,0.7096774193548387,0.0
IQP,2000,16,2,0.5525,0.7089430894308943,0.0339226765776379
HEE,400,16,0,0.5375,0.6991869918699187,0.0
HEE,400,16,1,0.5375,0.6991869918699187,0.0
HEE,400,16,2,0.5875,0.7401574803149606,0.0
HEE,800,16,0,0.55,0.7049180327868853,0.1212885544686334
HEE,800,16,1,0.525,0.680672268907563,0.0098816351980867
HEE,800,16,2,0.55625,0.714859437751004,0.0
HEE,1200,16,0,0.5708333333333333,0.7162534435261708,0.1569543938496076
HEE,1200,16,1,0.5583333333333333,0.7119565217391305,0.1233413942026959
HEE,1200,16,2,0.5666666666666667,0.7158469945355191,0.1599092071108997
HEE,1600,16,0,0.571875,0.7139874739039666,0.1707266228757999
HEE,1600,16,1,0.571875,0.7163561076604554,0.1715385294728826
HEE,1600,16,2,0.571875,0.7243460764587525,0.1103070400403781
HEE,2000,16,0,0.575,0.7185430463576159,0.148735551600027
HEE,2000,16,1,0.5725,0.7201309328968903,0.1677289251362618
HEE,2000,16,2,0.5775,0.7206611570247934,0.1653165835121154
ZZ,400,16,0,0.5375,0.6991869918699187,0.0
ZZ,400,16,1,0.5375,0.6991869918699187,0.0
ZZ,400,16,2,0.5875,0.7401574803149606,0.0
ZZ,800,16,0,0.5375,0.6991869918699187,0.0
ZZ,800,16,1,0.525,0.6885245901639344,0.0
ZZ,800,16,2,0.55625,0.714859437751004,0.0
ZZ,1200,16,0,0.5458333333333333,0.706199460916442,0.0
ZZ,1200,16,1,0.5458333333333333,0.706199460916442,0.0
ZZ,1200,16,2,0.5458333333333333,0.706199460916442,0.0
ZZ,1600,16,0,0.540625,0.7018255578093306,0.0
ZZ,1600,16,1,0.54375,0.7044534412955465,0.0
ZZ,1600,16,2,0.5625,0.72,0.0
ZZ,2000,16,0,0.55,0.7096774193548387,0.0
ZZ,2000,16,1,0.55,0.7096774193548387,0.0
ZZ,2000,16,2,0.55,0.7096774193548387,0.0
RBF-Class,400,20,0,0.8125,0.8387096774193549,0.6150936390363836
RBF-Class,400,20,1,0.775,0.775,0.5587680703959774
RBF-Class,400,20,2,0.85,0.8775510204081632,0.6886432937357622
RBF-Class,800,20,0,0.81875,0.8284023668639053,0.6369281224252114
RBF-Class,800,20,1,0.79375,0.8047337278106509,0.5867516085955542
RBF-Class,800,20,2,0.8125,0.8275862068965517,0.6262280983633804
RBF-Class,1200,20,0,0.7791666666666667,0.792156862745098,0.5572817666740186
RBF-Class,1200,20,1,0.7958333333333333,0.8016194331983806,0.5960087139642519
RBF-Class,1200,20,2,0.8125,0.8375451263537906,0.6161337208092577
RBF-Class,1600,20,0,0.778125,0.7867867867867868,0.5580952005178156
RBF-Class,1600,20,1,0.825,0.8362573099415205,0.6489224770706904
RBF-Class,1600,20,2,0.784375,0.8011527377521613,0.5682782560438993
RBF-Class,2000,20,0,0.8,0.812206572769953,0.600277761507917
RBF-Class,2000,20,1,0.82,0.8341013824884793,0.6377533515314305
RBF-Class,2000,20,2,0.775,0.7935779816513762,0.5464820453933614
RBF-Class-2n,400,20,0,0.775,0.8125,0.5478542690755455
RBF-Class-2n,400,20,1,0.8125,0.8192771084337349,0.6308584031393996
RBF-Class-2n,400,20,2,0.7375,0.7789473684210526,0.4677904449317905
RBF-Class-2n,800,20,0,0.84375,0.8571428571428571,0.6847959385452541
RBF-Class-2n,800,20,1,0.825,0.8426966292134831,0.6457765999379483
RBF-Class-2n,800,20,2,0.75625,0.7745664739884393,0.5097970656333186
RBF-Class-2n,1200,20,0,0.7958333333333333,0.8178438661710037,0.5863227442527152
RBF-Class-2n,1200,20,1,0.8166666666666667,0.835820895522388,0.6287372835939984
RBF-Class-2n,1200,20,2,0.7625,0.7832699619771863,0.5206239644587373
RBF-Class-2n,1600,20,0,0.828125,0.8424068767908309,0.6535509347566013
RBF-Class-2n,1600,20,1,0.7625,0.7803468208092486,0.522384647500808
RBF-Class-2n,1600,20,2,0.809375,0.83008356545961,0.6137945788488754
RBF-Class-2n,2000,20,0,0.815,0.8340807174887892,0.6254156127511654
RBF-Class-2n,2000,20,1,0.815,0.827906976744186,0.6289352956273975
RBF-Class-2n,2000,20,2,0.81,0.8264840182648402,0.6165803327846351
W2K-Block,400,20,0,0.7875,0.8089887640449438,0.5718117474286205
W2K-Block,400,20,1,0.75,0.75,0.5084852294154619
W2K-Block,400,20,2,0.7875,0.8210526315789474,0.5597733722140106
W2K-Block,800,20,0,0.8375,0.8395061728395061,0.6759970047939028
W2K-Block,800,20,1,0.8,0.8048780487804879,0.603763654098064
W2K-Block,800,20,2,0.7875,0.8045977011494253,0.5757131017724347
W2K-Block,1200,20,0,0.7916666666666666,0.8062015503875969,0.5810872031479765
W2K-Block,1200,20,1,0.7875,0.796812749003984,0.5763301303735135
W2K-Block,1200,20,2,0.7958333333333333,0.8136882129277566,0.5912788263896877
W2K-Block,1600,20,0,0.790625,0.8011869436201781,0.5813218342533214
W2K-Block,1600,20,1,0.83125,0.8363636363636363,0.6674553241111438
